impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-180489,A731448,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961066,LOST,Penelope,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,"Jun 27, 2025",Date Lost,244th  Ave SE & SE 392nd St,King County,,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961066,Image Copyright HLP Inc. 2025,"Description: Talico Cat<p/>Age: Under 1 year<p/>Location Lost: 244th Ave SE and SE 392nd St. , Enumclaw WA  98022<p/>Lost Date: 2025-06-27<p/>",
K25-181616,A733323,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733323,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unknown,Domestic Shorthair,Black,"Aug 04, 2025",Received on,24600 block of  130TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733323,Image Copyright HLP Inc. 2025,"Received on: 2025-08-04<p/> Found Near: 24600 block of  130TH AVE SE<p/> Description: Black Unknown Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181442,A733003,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733003,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Doro,Cat,9 WEEKS,Spayed Female,Domestic Longhair,Brn Tabby,"Jul 30, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733003,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Description: Brn Tabby<p/>  Spayed Female Domestic Longhair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Doro and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on July 30th, 2025.<p/><p/>I am a sweet kitten who may need extra time and attention to warm up to new situations and new people. When I was a wee little one, I was not taught how nice and friendly people can be, but I am learning quickly! Though I may be timid at first, once you take the time to show me I can trust you I will show you just how wonderful I can be.<p/><p/>I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/><p/>",
K25-181270,A732631,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A732631,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Juan,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,"Jul 25, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732631,Image Copyright HLP Inc. 2025,"Received on: 2025-07-25<p/> Description: Brn Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is  Juan and I am available for adoption!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>I am shy, and will take time to come around, My Pal Melody A732629 helps me come out of my shell we would love to be adopted with eachother. <p/><p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-180859,A731957,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965803,LOST,Johnny,Cat,Over 1 year<p/>,Male,Siamese,White,"Jul 12, 2025",Date Lost,100 block of  145TH AVE NE,Bellevue,,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965803,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",
K25-181566,A733195,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,,Masha,Deceased Cat,1 YEAR 7 MONTHS,Spayed Female,Domestic Shorthair,Torbie / White,"Aug 02, 2025",Received on,28600 block of  132ND AVE SE,KENT,WA,98042,KENT,,,,Image Copyright HLP Inc. 2025,Received on: 2025-08-02<p/> Found Near: 28600 block of  132ND AVE SE<p/> Description: Torbie / White Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 7 MONTHS<p/>,
K25-180537,A731525,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962438,LOST,Raven,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jul 05, 2025",Date Lost,S.  272ND STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962438,Image Copyright HLP Inc. 2025,"Description: Raven is an indoor cat who may or may not come with his name. He is very cautious with strangers.<p/>Age: Over 1 year<p/>Location Lost: S. 272nd street, Kent WA  98032<p/>Lost Date: 2025-07-05<p/>",
K25-180204,A730972,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957806,LOST,Carl,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Brown,"Jun 26, 2025",Date Lost,25700 block of  135TH AVE SE,Kent,,98042,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957806,Image Copyright HLP Inc. 2025,"Description: Small tan <p/>Age: Over 1 year<p/>Location Lost: 25739 135th ave se unit 47, Kent WA  98042<p/>Lost Date: 2025-06-26<p/>",
K25-181335,A732762,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2971357,In Public Home,,Cat,Unknown<p/>,Unknown,Domestic Mediumhair,Unknown,"Jul 14, 2025",Date Found,S  348th St & 46th Ave S,King County,,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2971357,Image Copyright HLP Inc. 2025,"Description: Small Orange tabby with fluffy tail. White feet/chest. Skittish but friendly. Possibly male.  No chip.<p/>Age: Unknown<p/>Found Near: S 348th and 46 Ave S, Auburn WA  98001<p/>Found Date: 2025-07-14<p/>",
K25-181529,A733153,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733153,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Paula,Cat,NO AGE,Female,Domestic Shorthair,Brn Tabby,"Aug 01, 2025",Received on,700 block of  5TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733153,Image Copyright HLP Inc. 2025,"Received on: 2025-08-01<p/> Found Near: 700 block of  5TH AVE S<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181607,A733264,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733264,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,1 YEAR,Male,Pit Bull / Mix,Brown / Gray,"Aug 04, 2025",Received on,26400 block of  118TH PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733264,Image Copyright HLP Inc. 2025,"Received on: 2025-08-04<p/> Found Near: 26400 block of  118TH PL SE<p/> Description: Brown / Gray Male Pit Bull / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180369,A731252,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959668,LOST,Charlie,Dog,Over 1 year<p/>,Male,Standard Poodle,Unknown,"Jun 29, 2025",Date Lost,Federal  Way Library,,,,FEDERAL WAY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959668,Image Copyright HLP Inc. 2025,"Description: Charlie is a golden doodle just recently shaved. He’s ver shy but also loves to play. <p/>Age: Over 1 year<p/>Location Lost: Federal way library , South Prairie WA  98385<p/>Lost Date: 2025-06-29<p/>",
K25-181014,A732228,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2967662,In Public Home,,Cat,Unknown<p/>,Unknown,Domestic Shorthair,Unknown,"Jul 15, 2025",Date Found,218TH  AVE SE AND SE GREEN VALLEY RD,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2967662,Image Copyright HLP Inc. 2025,"Description: I Found two kittens, one is all black with a white spot in its chest, seems to be a male. The other kitten has diff color markings with white paws, seems to be a female. I Found them near a road, where black berry bushes were near a spot where people finish river tubing. There was a street taco vendor by the road which the kittens were Found, Im assuming they smelled the food & it brought them out. They seem to be healthy & are eating well. They are still a bit skittish but once you hold them they start purring right away and are affectionate. <p/>Age: Unknown<p/>Found Near: 218th Ave SE  and SE Green Valley Rd, Auburn WA  98092<p/>Found Date: 2025-07-15<p/>",
K25-181169,A732473,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732473,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gami,Dog,4 YEARS,Neutered Male,Australian Cattle Dog / Mix,Tan,"Jul 22, 2025",Received on,12900 block of  SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732473,Image Copyright HLP Inc. 2025,"Received on: 2025-07-22<p/> Found Near: 12900 block of  SE KENT KANGLEY RD<p/> Description: Tan Neutered Male Australian Cattle Dog / Mix Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181193,A732518,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,Silk,Cat,11 WEEKS,Spayed Female,Domestic Shorthair,Brn Tabby,"Jul 23, 2025",Received on,800 block of  CENTRAL AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732518,Image Copyright HLP Inc. 2025,Received on: 2025-07-23<p/> Found Near: 800 block of  CENTRAL AVE S<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-181339,A732816,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732816,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dorthea,Cat,1 YEAR,Spayed Female,Domestic Shorthair,Brn Tabby,"Jul 28, 2025",Received on,30900 block of  149TH AVE SE,KENT,WA,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732816,Image Copyright HLP Inc. 2025,"Received on: 2025-07-28<p/> Found Near: 30900 block of  149TH AVE SE<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181424,A732978,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732978,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Serj,Cat,12 WEEKS,Neutered Male,Domestic Shorthair,Brn Tabby,"Jul 30, 2025",Received on,18900 block of  240TH AVE SE,MAPLE VALLEY,WA,98038,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732978,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 18900 block of  240TH AVE SE<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180618,A731673,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963647,In Public Home,Otis,Dog,Over 1 year<p/>,Neutered Male,Chihuahua - Smooth Coated,Black / Tan,"Jul 05, 2025",Date Found,S  160th St & Slade Way,Tukwila,,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963647,Image Copyright HLP Inc. 2025,"Description: Looks like a Miniature Pinscher or a mix or sure. Small around 6-14lb black and tan with greying<p/>Age: Over 1 year<p/>Found Near: S 160th ST and Slade way, Seattle WA  98188<p/>Found Date: 2025-07-05<p/>",
K25-180683,A731741,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964230,LOST,Tofu,Cat,Over 1 year<p/>,Male,Norwegian Forest Cat,Unknown,"Jul 07, 2025",Date Lost,MILITARY  RD AND ENCHANTED PARKWAY,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964230,Image Copyright HLP Inc. 2025,"Description: Tofu is grey and white. Very friendly. Has full claws. Large, about 14lbs<p/>Age: Over 1 year<p/>Location Lost: Military Rd and Enchanted Parkway, Auburn WA  98001<p/>Lost Date: 2025-07-07<p/>",
K25-180115,A730878,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2957093,LOST,Nala,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,White,"Jun 22, 2025",Date Lost,6000 block of  51ST AVE S,Seattle,,98118,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2957093,Image Copyright HLP Inc. 2025,"Description: Copper/Chocolate Point, Female, Blue eyes, 2 yrs, 10 lbs. Collar tag with name & phone. Chipped.<p/>Age: Over 1 year<p/>Location Lost: 6011 51st Ave South, Seattle WA  98118<p/>Lost Date: 2025-06-22<p/>",
K25-180828,A731914,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965537,In Public Home,,Dog,Under 1 year<p/>,Male,American Staffordshire,Unknown,"Jul 12, 2025",Date Found,28700 block of  34TH AVE S,,,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965537,Image Copyright HLP Inc. 2025,"Description: White tan color, calm and under 1 year old. Had pink color no tag<p/>Age: Under 1 year<p/>Found Near: 28700 block of  34TH AVE S<p/>Found Date: 2025-07-12<p/>",
K25-180516,A731498,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2961948,In Public Home,Blazer,Dog,Unknown<p/>,Male,Norfolk Terrier,Unknown,"Jul 04, 2025",Date Found,151st  Ave SE & SE 49th St,Bellevue,,98006,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2961948,Image Copyright HLP Inc. 2025,"Description: This seems to be a Wheaton or Norfolk terrier? He showed up at our house scared and alone He is wearing a harness , microchip says name is Blazer<p/>Age: Unknown<p/>Found Near: 151st ave se and se 49th st, Bellevue WA  98006<p/>Found Date: 2025-07-04<p/>",
K25-180559,A731550,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2962729,LOST,Carole,Dog,Over 1 year<p/>,Female,Australian Kelpie,Brown,"Jul 06, 2025",Date Lost,SE  45th St & 167th Ave SE,Bellevue,,98027,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2962729,Image Copyright HLP Inc. 2025,"Description: Chocolate brown with brown eyes<p/>Age: Over 1 year<p/>Location Lost: 45th And 167 Ave SE, Bellevue WA  98006<p/>Lost Date: 2025-07-06<p/>",
K25-181488,A733084,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733084,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tairrie,Cat,2 YEARS,Female,Domestic Mediumhair,Gray Tabby,"Jul 31, 2025",Received on,1000 block of  1ST AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733084,Image Copyright HLP Inc. 2025,"Received on: 2025-07-31<p/> Found Near: 1000 block of  1ST AVE N<p/> Description: Gray Tabby Female Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181542,A733166,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2973336,LOST,Lulu,Dog,Over 1 year<p/>,Female,Jack Russell Terrier,Brown,"Aug 01, 2025",Date Lost,900 block of  20TH AVE,SEATTLE,,98122,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2973336,Image Copyright HLP Inc. 2025,"Description: Lulu, white with tan markings. White paws and a fluffy tan and white tail. Jack Russel terrier mix. <p/>Age: Over 1 year<p/>Location Lost: 966 20th Ave Seattle, Seattle WA  98122<p/>Lost Date: 2025-08-01<p/>",
